# TR BIM Shared Parameters Master — QA + ÇŞB 2026 + Bina Eleman Sınıflandırması
# Sürüm: 4.0 | Tarih: 2026-03 | ISO 19650 / IFC / ÇŞB 2026 /
# Not:  TR_BES bina eleman sınıflandırması eklenmiştir.
# Do not edit manually.
*META	VERSION	MINVERSION
META	2	1
*GROUP	ID	NAME
GROUP	1	TR-GENEL PROJE BİLGİLERİ
GROUP	2	TR-YAPI BİLGİLERİ
GROUP	3	TR-YANGIN GÜVENLİĞİ (BYKHY 2019)
GROUP	4	TR-DEPREM (TBDY 2018)
GROUP	5	TR-ERİŞİLEBİLİRLİK (TS 9111)
GROUP	6	TR-ENERJİ VERİMLİLİĞİ (BEP-TR)
GROUP	7	TR-ÇŞB POZ NO VE METRAJ
GROUP	8	TR-YAPI DENETİM
GROUP	9	TR-İMAR BİLGİLERİ
GROUP	10	TR-BIM YÖNETİM
GROUP	11	TR-DUVAR ÖZELLİKLERİ
GROUP	12	TR-KAPI ÖZELLİKLERİ
GROUP	13	TR-PENCERE ÖZELLİKLERİ
GROUP	14	TR-DÖŞEME ÖZELLİKLERİ
GROUP	15	TR-ÇATI ÖZELLİKLERİ
GROUP	16	TR-TS500 GENEL BETONARME
GROUP	17	TR-TS500 BA ELEMAN ÖZELLİKLERİ
GROUP	18	TR-TS500 BA DONATILAMA
GROUP	19	TR-TS500 BA KONTROL VE UYGUNLUK
GROUP	20	TR-MEP GENEL (Tesisat Proje Üst Verisi)
GROUP	21	TR-HVAC HAVALANDIRMA VE KLİMA
GROUP	22	TR-ISITMA VE SOĞUTMA SİSTEMİ
GROUP	23	TR-SIHHI TESİSAT (TS EN 806)
GROUP	24	TR-YANGIN TESİSATI (BYKHY 2019)
GROUP	25	TR-ELEKTRİK GÜÇ SİSTEMLERİ
GROUP	26	TR-ZAYIF AKIM SİSTEMLERİ
GROUP	27	TR-MEP QA/QC KONTROL
GROUP	28	TR-MEP METRAJ VE POZ
GROUP	29	TR-SINIFLANDIRMA VE KOD SİSTEMLERİ
GROUP	30	TR-BİNA ELEMAN SINIFLANDIRMASI
GROUP	31	TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI
GROUP	32	TR-MAHAL VE KONUMSAL AYRIŞIM
GROUP	33	TR-IFC İHRAC VE VERİ EŞLEME
GROUP	34	TR-KEŞİF / METRAJ / MALİYET KIRILIMI
GROUP	35	TR-QA VE TESLİM KONTROLÜ
GROUP	36	TR-ILS / BİLGİ GEREKSİNİMİ
*PARAM	GUID	NAME	DATATYPE	DATACATEGORY	GROUP	VISIBLE	DESCRIPTION	USERMODIFIABLE	HIDEWHENNOVALUE
PARAM	2e0a2bc4-58f7-5b20-8f43-eba9365cdd9d	TR_BES_ImalatSirasi	TEXT		30	1	Tavsiye edilen imalat sırası / paket ilişkisi	1	0
PARAM	615935d1-f7b2-560a-9b54-248010563b1d	TR_CSB_BinaGrubuKod	TEXT		31	1	ÇŞİDB / idare bina grubu kodu	1	0
PARAM	89ab1bce-931d-5b70-82a8-61f04ff670c9	TR_CSB_BinaGrubuAdi	TEXT		31	1	ÇŞİDB / idare bina grubu adı	1	0
PARAM	d88adad5-6806-5f40-8570-e37099b74a4e	TR_CSB_YapiSinifiKod	TEXT		31	1	Yapı sınıfı kodu	1	0
PARAM	f23d3414-042b-57b2-b19d-a640a7c7fe66	TR_CSB_YapiSinifiAdi	TEXT		31	1	Yapı sınıfı adı	1	0
PARAM	df63d5fa-d89d-5f97-8fb5-e75ff043de47	TR_CSB_PozNo	TEXT		31	1	Poz numarası	1	0
PARAM	b5ef778a-7a3d-59fa-b566-8f7f65b80249	TR_CSB_PozTanimi	TEXT		31	1	Poz tanımı	1	0
PARAM	32a48cf4-b299-5950-879f-59e025bc2c20	TR_CSB_PozBirim	TEXT		31	1	Poz ölçü birimi	1	0
PARAM	15b246da-a193-5881-a8a7-c59fd7e49605	TR_CSB_PozAnaGrup	TEXT		31	1	Pozun ait olduğu ana mantıksal grup	1	0
PARAM	c0e68cf0-a48f-5f42-8d57-0922d6118f2f	TR_CSB_PozAltGrup	TEXT		31	1	Pozun ait olduğu alt mantıksal grup	1	0
PARAM	1f784219-c578-5424-828d-71fe0930ca4c	TR_CSB_RayicKod	TEXT		31	1	Rayiç kodu	1	0
PARAM	a0d07ece-1f65-549a-924c-b6da24aaebc7	TR_CSB_RayicTanimi	TEXT		31	1	Rayiç tanımı	1	0
PARAM	0b79e60e-ac3c-56be-913a-d61a81f4c8f0	TR_CSB_IsKalemiTuru	TEXT		31	1	İş kalemi türü: imalat / rayiç / ekipman / hizmet	1	0
PARAM	ac58dfd3-1780-54e9-8d83-f745dfb3960a	TR_CSB_BirimFiyatYili	INTEGER		31	1	Birim fiyat yılı	1	0
PARAM	6e3065ba-1367-56c8-9e50-d9f3e3c9dc1c	TR_CSB_BirimFiyatKaynak	TEXT		31	1	Birim fiyat kaynağı (ÇŞİDB, idare, özel analiz vb.)	1	0
PARAM	83fe9e8b-3124-5e84-a37b-da545a52881a	TR_CSB_AnalizGirdisi	YESNO		31	1	İş kalemi analiz girdisi olarak kullanılacak mı?	1	0
PARAM	56a9cd33-aa84-561c-aaf6-b85cfad59733	TR_CSB_2026_SinifGrupKodu	TEXT		31	1	ÇŞB 2026 yapı sınıfı ve grup kodu (ör. III-B)	1	0
PARAM	9bc7de7b-4995-5faf-be32-1561c1261411	TR_CSB_2026_SinifGrupAdi	TEXT		31	1	ÇŞB 2026 yapı sınıfı ve grup adı	1	0
PARAM	e861323a-cc69-5e5b-a898-aac7d2a5c4f3	TR_CSB_2026_BirimMaliyet	NUMBER		31	1	ÇŞB 2026 yapı yaklaşık birim maliyeti (TL/m²)	1	0
PARAM	564658a3-2f31-5f54-9689-32d204a842af	TR_CSB_2026_MaliyetKapsami	MULTILINETEXT		31	1	ÇŞB 2026 birim maliyet kapsam / hariç tutulan giderler notu	1	0
PARAM	aa80f28c-c7f0-58e5-8326-b3990ce95ce3	TR_CSB_YapiAnaFonksiyonu	TEXT		31	1	Yapının ana işlevi / kullanım türü	1	0
PARAM	a93b6457-6276-5a52-9278-d587a135c3ab	TR_CSB_YapiAltFonksiyonu	TEXT		31	1	Yapının alt işlevi / detay kullanım türü	1	0
PARAM	f324f3f7-bea5-55cc-8b6b-52ae4f59afaf	TR_MahalKodu	TEXT		32	1	Mahal / room / zone kodu	1	0
PARAM	50a8324c-e522-5973-a92b-a8b8c0f0414b	TR_MahalAdi	TEXT		32	1	Mahal adı	1	0
PARAM	11fe86e7-6c3e-5b75-8b30-e61c88d13a1d	TR_MahalFonksiyonu	TEXT		32	1	Mahal fonksiyonu / kullanım amacı	1	0
PARAM	e923f337-ceee-5b0e-aea5-ba0d184a4bbc	TR_BlokKodu	TEXT		32	1	Blok / bina alt birim kodu	1	0
PARAM	a7fa01ad-b548-5df1-8056-fdff96a5fdf9	TR_KatKodu	TEXT		32	1	Kat / seviye kodu	1	0
PARAM	49839eb5-fcf0-5223-9552-c6e163e3ac88	TR_ZonKodu	TEXT		32	1	Fonksiyonel / yangın / işletme zonu	1	0
PARAM	e676fd2c-a581-54c0-bfab-d7300eef04a1	TR_AksX	TEXT		32	1	X aks referansı	1	0
PARAM	59864f17-a8dd-50cb-8459-04dd3085dab3	TR_AksY	TEXT		32	1	Y aks referansı	1	0
PARAM	bef55968-1571-5c3c-9e6e-da3310913707	TR_KonumNotu	TEXT		32	1	Konumsal açıklama notu	1	0
PARAM	16035ff9-8b62-5b06-b145-d2825d694c5f	TR_BinaBolumu	TEXT		32	1	Bina bölümü / kanat / çekirdek / servis alanı	1	0
PARAM	db5759a2-3606-5a52-9465-e8adef50f661	TR_FazAlani	TEXT		32	1	Faz / etap / inşaat bölgesi	1	0
PARAM	d567849d-e8e8-58b4-b50f-7d93289be8fa	TR_IsletmeBolgesi	TEXT		32	1	İşletme ve bakım bölgesi	1	0
PARAM	7a437dd9-d9b1-523b-b164-86f206784b6e	TR_IFC_ExportEt	YESNO		33	1	Eleman IFC çıktısına dahil edilsin mi?	1	0
PARAM	16bc4d81-6eeb-5c8a-b11a-12f30ecddefc	TR_IFC_EntityOverride	TEXT		33	1	Gerekirse elemanın IFC entity karşılığı	1	0
PARAM	dd0b0fad-535f-5c69-80b9-5d3ea434d32f	TR_IFC_PredefinedType	TEXT		33	1	IFC PredefinedType değeri	1	0
PARAM	4fa6b281-1d55-5f96-8333-d452f4c375ed	TR_IFC_NameOverride	TEXT		33	1	IFC Name alanına yazılacak özel ad	1	0
PARAM	247ec523-13fb-5482-ab71-f2574199ad58	TR_IFC_DescriptionOverride	TEXT		33	1	IFC Description alanına yazılacak açıklama	1	0
PARAM	a84419ab-1b79-51f3-9711-453bf2fdae48	TR_IFC_ObjectTypeOverride	TEXT		33	1	IFC ObjectType alanı	1	0
PARAM	fff7b98d-7be4-5751-887a-06dce94e28c9	TR_IFC_TagOverride	TEXT		33	1	IFC Tag alanı	1	0
PARAM	5fd9214e-cda4-54cd-9098-cc0d747c2495	TR_IFC_ClassificationName	TEXT		33	1	IFC sınıflandırma set adı	1	0
PARAM	012b9fbc-e717-56c1-a80b-096e869489d8	TR_IFC_ClassificationSource	TEXT		33	1	IFC sınıflandırma kaynağı / yayıncısı	1	0
PARAM	7325b80c-3013-5c79-992f-322e4ff59039	TR_IFC_ClassificationEdition	TEXT		33	1	IFC sınıflandırma sürümü	1	0
PARAM	eb6ced96-109d-59d9-88a2-564f4182602c	TR_IFC_ClassificationURI	TEXT		33	1	IFC sınıflandırma URI / referans linki	1	0
PARAM	446abe60-9571-5548-a70c-7f34cdb1645a	TR_IFC_PsetSeti	TEXT		33	1	Eleman için etkinleştirilecek özel property set kümesi	1	0
PARAM	791db967-6794-5fda-b7aa-f130708d9eba	TR_IFC_AktarimNotu	MULTILINETEXT		33	1	IFC aktarım notu / istisna açıklaması	1	0
PARAM	3173ef3b-62fb-5251-95a7-c600bb48da6a	TR_IFC_Dogrulandi	YESNO		33	1	IFC aktarımı kalite kontrolden geçti mi?	1	0
PARAM	b9c6c78f-4890-5f16-afd1-929acb868e22	TR_MetrajKurali	TEXT		34	1	Metraj alma kuralı / ölçü kuralı	1	0
PARAM	f7e1793d-0582-5608-b72f-1b65bd2c28b3	TR_MetrajBirim	TEXT		34	1	Metraj birimi	1	0
PARAM	1687ed8c-9a58-5302-9c51-b565b83477ef	TR_MetrajCarpan	NUMBER		34	1	Metraj çarpanı	1	0
PARAM	1d1c56b7-08f4-5c8d-abef-b282a0eb0079	TR_MetrajDahil	YESNO		34	1	Metraja dahil mi?	1	0
PARAM	89e5e0b8-0776-56f2-8e47-71125a75651a	TR_AnalizGirdiTipi	TEXT		34	1	Analiz girdisi tipi: işçilik / makine / malzeme / genel gider	1	0
PARAM	e9f240c3-6509-5284-80e8-364367076dd5	TR_AnalizBilesenKodu	TEXT		34	1	Analiz bileşen kodu	1	0
PARAM	2fcad40b-cc25-5c00-804e-6cf45419d857	TR_MaliyetMerkezi	TEXT		34	1	Maliyet merkezi / bütçe kırılımı	1	0
PARAM	716a3ad3-8df7-580e-ac7a-3332abd11fa8	TR_KesifPaketNo	TEXT		34	1	Keşif / teklif paketi numarası	1	0
PARAM	aa8a4c6a-b336-5419-a8a6-4effc656f2a2	TR_ImalatFasi	TEXT		34	1	İmalat fazı / aşaması	1	0
PARAM	fe27fb79-337f-5641-841e-c4163023e609	TR_IsGrubu	TEXT		34	1	İş grubu / trade	1	0
PARAM	a753f0aa-13c0-546b-976e-024b59108961	TR_TedarikPaketNo	TEXT		34	1	Tedarik / satınalma paketi numarası	1	0
PARAM	b5cbb224-1710-5d0b-bed8-d63f3600a819	TR_SantiyeDisiplin	TEXT		34	1	Şantiye disiplin sorumluluğu	1	0
PARAM	b44b8cd6-4402-5e8a-80be-4577d87bc574	TR_HakedisNo	TEXT		34	1	Hakediş / ilerleme ödeme referansı	1	0
PARAM	835c114d-a421-5494-b7db-5faa542f2b59	TR_MaliyetNotu	MULTILINETEXT		34	1	Maliyet / metraj / keşif açıklama notu	1	0
PARAM	16d01211-6573-531b-9d4f-0417a885bc52	TR_QA_DosyaAdiKontrol	YESNO		35	1	Dosya adı proje naming convention ile uyumlu mu?	1	0
PARAM	7b03bdd7-aacb-5879-abe5-863671e796fb	TR_QA_YerelKonumKontrol	YESNO		35	1	Modelin yerel koordinatı ve başlangıç noktası kontrol edildi mi?	1	0
PARAM	94eae745-bf84-52cb-a4d2-ceb6027a2a4d	TR_QA_KatAdlandirmaKontrol	YESNO		35	1	Kat/seviye isimleri proje standardına uygun mu?	1	0
PARAM	301257ed-9a4d-523b-9a72-e145ec221c6c	TR_QA_DogruIfcTur	YESNO		35	1	Eleman doğru IFC türü / entity ile eşlenmiş mi?	1	0
PARAM	bdc2268f-0e89-502e-96c0-eaed30e8ef2a	TR_QA_AdlandirmaKontrol	YESNO		35	1	Nesne/ad/tip adlandırması tutarlı mı?	1	0
PARAM	59a160b5-6c15-552e-ad91-a3016d538422	TR_QA_SiniflandirmaKontrol	YESNO		35	1	Eleman sınıflandırma bilgisi eksiksiz mi?	1	0
PARAM	e99843cb-4fcf-542c-8f81-66354526620c	TR_QA_MalzemeAtamasi	YESNO		35	1	Elemanlara doğru malzeme atanmış mı?	1	0
PARAM	0e3f496b-ee4c-58bb-99e2-b677ef539c79	TR_QA_CakismaKopyaKontrol	YESNO		35	1	Kopya ve çakışma kontrolü yapıldı mı?	1	0
PARAM	89c98854-e58e-5eb3-b3d5-1d8c3a1cb7b1	TR_QA_LoadBearing	YESNO		35	1	LoadBearing niteliği kontrol edildi mi?	1	0
PARAM	ff21adee-0d06-5ce2-8ca3-5abfdb0ccd21	TR_QA_IsExternal	YESNO		35	1	IsExternal niteliği kontrol edildi mi?	1	0
PARAM	bae7ffa5-d40a-5658-b2ad-1ce25b3ad736	TR_QA_FireRating	YESNO		35	1	FireRating niteliği kontrol edildi mi?	1	0
PARAM	da04c8be-43c5-577a-aba4-2c2595cc9040	TR_QA_TeslimDurumu	TEXT		35	1	Taslak / Kontrol / Revizyon / Onaylandı	1	0
PARAM	fcbdcfde-d1d4-577b-9bef-9c658cf37105	TR_QA_KontrolEden	TEXT		35	1	QA kontrolünü yapan kişi / ekip	1	0
PARAM	44c780c6-9d5f-56f1-8489-67274828c70b	TR_QA_KontrolTarihi	TEXT		35	1	QA kontrol tarihi	1	0
PARAM	8f338990-cda9-5b37-8043-f1ff75f878ac	TR_QA_Not	MULTILINETEXT		35	1	Kalite kontrol notu / düzeltme açıklaması	1	0
PARAM	6504c886-0077-5725-a783-ff2dd99538aa	TR_ILS_TeslimAsamasi	TEXT		36	1	Bilgi teslim aşaması (Konsept / Ön / Kesin / Uygulama / As-built)	1	0
PARAM	d2903811-1e7e-53d4-9b25-c651ca9410dc	TR_ILS_BilgiGereksinimSeviyesi	TEXT		36	1	İstenen bilgi seviyesi / teslim beklentisi	1	0
PARAM	2a2e9787-e1da-5aa6-bf37-88b5f45e9549	TR_ILS_GeometriSeviyesi	TEXT		36	1	Geometri olgunluğu / temsil seviyesi	1	0
PARAM	6fa8f492-d089-59f9-aee2-891e21b736a8	TR_ILS_AlfanumerikSeviye	TEXT		36	1	Zorunlu alfanümerik bilgi seviyesi	1	0
PARAM	974095ea-429e-56d7-9548-aa553158fae8	TR_ILS_DokumanBagi	TEXT		36	1	İlgili şartname / katalog / doküman bağlantısı	1	0
PARAM	006a1098-70ac-5f92-b3b5-7cca186e4f7b	TR_ILS_ZorunluAlanSeti	TEXT		36	1	Teslimde zorunlu alan seti adı	1	0
PARAM	5a83cf73-de06-5399-8307-95702f1a2ccc	TR_ILS_DogrulamaKuralSeti	TEXT		36	1	Uygulanacak kural seti / kontrol paketi	1	0
GROUP	37	TR-KALIP POZ VE METRAJ
PARAM	a1b2c3d4-e5f6-4a7b-8c9d-000000000001	TR_KalipPozNo	TEXT		37	1	Kalıp imalat poz numarası (ÇŞB 15.180.xxxx)	1	0
PARAM	a1b2c3d4-e5f6-4a7b-8c9d-000000000002	TR_KalipPozAdi	TEXT		37	1	Kalıp imalat poz adı	1	0
PARAM	a1b2c3d4-e5f6-4a7b-8c9d-000000000003	TR_KalipBirimFiyat	NUMBER		37	1	Kalıp birim fiyatı (TL/m²)	1	0
PARAM	a1b2c3d4-e5f6-4a7b-8c9d-000000000004	TR_KalipAlani	NUMBER		37	1	Kalıp alanı (m²) — hesaplanan	1	0
PARAM	a1b2c3d4-e5f6-4a7b-8c9d-000000000005	TR_KalipToplamTutar	NUMBER		37	1	Kalıp toplam tutar (TL)	1	0
