SemanticAnahtar,StandartParametre_TR,StandartParametre_EN,KaynakDil,KaynakIfade,Description_TR,Description_EN,DataType,GroupName,CeviriKaynagi,GozdenGecirmeDurumu,EN_GroupName
ba_kesit_yukseklik,TR_BA_KesitYukseklik,EN_RCSectionHeight,tr,TR_BA_KesitYukseklik,Kesit yüksekliği h (mm),Section height h (mm),LENGTH,TR-TS500 BA ELEMAN ÖZELLİKLERİ,shared_param_definition,guncellendi,EN-TS500 RC ELEMENT PROPERTIES
ba_doseme_kalinligi,TR_BA_DosemeKalinligi,EN_RCSlabThickness,tr,TR_BA_DosemeKalinligi,Döşeme kalınlığı (mm),Slab thickness (mm),LENGTH,TR-TS500 BA ELEMAN ÖZELLİKLERİ,shared_param_definition,guncellendi,EN-TS500 RC ELEMENT PROPERTIES
ba_perde_kalinligi,TR_BA_PerdeKalinligi,EN_BAShearWallThickness,tr,TR_BA_PerdeKalinligi,Perde duvar kalınlığı (mm) — TBDY min. 200mm,Shear wall thickness (mm) — TBDY min. 200mm,LENGTH,TR-TS500 BA ELEMAN ÖZELLİKLERİ,shared_param_definition,guncellendi,EN-TS500 RC ELEMENT PROPERTIES
ba_temel_tipi,TR_BA_TemelTipi,EN_RCFoundationType,tr,TR_BA_TemelTipi,Temel tipi: Tekil/Sürekli/Radye/Kazık/Kirişli,Foundation type: Isolated / Strip / Raft / Pile / Grillage,TEXT,TR-TS500 BA ELEMAN ÖZELLİKLERİ,shared_param_definition,guncellendi,EN-TS500 RC ELEMENT PROPERTIES
ba_precast_mi,TR_BA_PrecastMi,EN_RCIsPrecast,tr,TR_BA_PrecastMi,Prefabrik/precast eleman mi?,Is it a prefabricated / precast element?,YESNO,TR-TS500 BA ELEMAN ÖZELLİKLERİ,shared_param_definition,guncellendi,EN-TS500 RC ELEMENT PROPERTIES
ba_imalat_durumu,TR_BA_ImalatDurumu,EN_RCConstructionStatus,tr,TR_BA_ImalatDurumu,Planlı / Kalıp / Beton / Tamamlandı,Planned / Formwork / Concreted / Completed,TEXT,TR-TS500 BA ELEMAN ÖZELLİKLERİ,shared_param_definition,guncellendi,EN-TS500 RC ELEMENT PROPERTIES
ba_ana_donati_ust,TR_BA_AnaDonatiUst,EN_RCTopMainRebar,tr,TR_BA_AnaDonatiUst,Üst ana donatı (örn: 4Ø16 / 3Ø20+2Ø16),Top main reinforcement (e.g. 4Ø16 / 3Ø20+2Ø16),TEXT,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_ana_donati_alt,TR_BA_AnaDonatiAlt,EN_RCBottomMainRebar,tr,TR_BA_AnaDonatiAlt,Alt ana donatı (örn: 3Ø16),Bottom main reinforcement (e.g. 3Ø16),TEXT,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_govde_donatisi,TR_BA_GovdeDonatisi,EN_RCSideFaceRebar,tr,TR_BA_GovdeDonatisi,Gövde donatısı — kirişler için (TS 500 Md.9),Side face reinforcement — for beams (TS 500 Art.9),TEXT,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_etriye_capi,TR_BA_EtriyeCapi,EN_RCStirrupDiameter,tr,TR_BA_EtriyeCapi,Etriye çapı (mm): 8 / 10 / 12,Stirrup diameter (mm): 8 / 10 / 12,LENGTH,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_etriye_araligi,TR_BA_EtriyeAraligi,EN_RCStirrupSpacing,tr,TR_BA_EtriyeAraligi,Etriye aralığı orta bölge (mm),Stirrup spacing in mid-zone (mm),LENGTH,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_siklastirma_bolgesi_var_mi,TR_BA_SiklastirmaBolgesiVarMi,EN_RCConfinementZone,tr,TR_BA_SiklastirmaBolgesiVarMi,Sıklaştırma bölgesi var mı? (TBDY Bölüm 7),Is there a confinement zone? (TBDY Chapter 7),YESNO,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_siklastirma_araligi,TR_BA_SiklastirmaAraligi,EN_RCConfinementSpacing,tr,TR_BA_SiklastirmaAraligi,Sıklaştırma bölgesi etriye aralığı (mm),Confinement zone stirrup spacing (mm),LENGTH,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_pilye_var_mi,TR_BA_PilyeVarMi,EN_RCHasBentUpBars,tr,TR_BA_PilyeVarMi,Pilye donatısı var mı?,Are there bent-up bars?,YESNO,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_filleto_var_mi,TR_BA_FilletoVarMi,EN_RCHasCornerBars,tr,TR_BA_FilletoVarMi,Filleto (köşe) donatısı var mı?,Are there corner / haunch bars?,YESNO,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_pas_payi_kontrol,TR_BA_PasPayiKontrol,EN_RCCoverCheck,tr,TR_BA_PasPayiKontrol,Pas payı TS 500 Tablo 3 kontrolü geçti mi?,Concrete cover passed TS 500 Table 3 check?,YESNO,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_ankraj_boyu,TR_BA_AnkrajBoyu,EN_RCAnchorageLength,tr,TR_BA_AnkrajBoyu,Hesaplanan ankraj boyu lb (mm) — TS 500 Md.8,Calculated anchorage length lb (mm) — TS 500 Art.8,LENGTH,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_ek_boyu,TR_BA_EkBoyu,EN_RCLapSpliceLength,tr,TR_BA_EkBoyu,Bindirme ek boyu ls (mm) — TS 500 Md.8,Lap splice length ls (mm) — TS 500 Art.8,LENGTH,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_donati_notu,TR_BA_DonatiNotu,EN_RCRebarNote,tr,TR_BA_DonatiNotu,Donatı özel notu / pafta açıklaması,Reinforcement special note / drawing description,TEXT,TR-TS500 BA DONATILAMA,shared_param_definition,guncellendi,EN-TS500 RC REINFORCEMENT
ba_ts500_kontrol_durumu,TR_BA_TS500_KontrolDurumu,EN_RCTS500ComplianceStatus,tr,TR_BA_TS500_KontrolDurumu,TS 500 uyum: Uygun / İncelemede / Revize,TS 500 compliance: Compliant / Under review / Revised,TEXT,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
ba_tbdy_uyum_durumu,TR_BA_TBDY_UyumDurumu,EN_RCTBDYComplianceStatus,tr,TR_BA_TBDY_UyumDurumu,TBDY 2018 uyum: Uygun / Revize Gerekli,TBDY 2018 compliance: Compliant / Revision required,TEXT,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
ba_revizyon_gerekiyor_mu,TR_BA_RevizyonGerekiyorMu,EN_RCRevisionRequired,tr,TR_BA_RevizyonGerekiyorMu,Revizyon gerekiyor mu? (QC bayrağı),Revision required? (QC flag),YESNO,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
ba_kontrol_eden,TR_BA_KontrolEden,EN_RCCheckedBy,tr,TR_BA_KontrolEden,Kontrol eden mühendis adı soyadı,Checking engineer full name,TEXT,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
ba_kontrol_tarihi,TR_BA_KontrolTarihi,EN_RCCheckDate,tr,TR_BA_KontrolTarihi,Kontrol tarihi (YYYY-AA-GG),Check date (YYYY-MM-DD),TEXT,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
ba_onaylayan,TR_BA_Onaylayan,EN_RCApprovedBy,tr,TR_BA_Onaylayan,Onaylayan mühendis adı soyadı,Approving engineer full name,TEXT,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
ba_onay_tarihi,TR_BA_OnayTarihi,EN_RCApprovalDate,tr,TR_BA_OnayTarihi,Onay tarihi (YYYY-AA-GG),Approval date (YYYY-MM-DD),TEXT,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
ba_aciklama,TR_BA_Aciklama,EN_RCNote,tr,TR_BA_Aciklama,Genel açıklama / uyarı notu,General description / warning note,TEXT,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
ba_hesap_model_id,TR_BA_HesapModelID,EN_RCCalculationModelID,tr,TR_BA_HesapModelID,Bağlı hesap modeli kimliği (SAP/ETABS ID),Linked calculation model ID (SAP/ETABS ID),TEXT,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
ba_ifcexport_sinifi,TR_BA_IFCExportSinifi,EN_RCIFCExportClass,tr,TR_BA_IFCExportSinifi,IFC export sınıfı: 07_YAPISAL / alt kategori,IFC export class: 07_STRUCTURAL / subcategory,TEXT,TR-TS500 BA KONTROL VE UYGUNLUK,shared_param_definition,guncellendi,EN-TS500 RC QC & COMPLIANCE
mep_mek_muhendis,TR_MEP_MekMuhendis,EN_MEPMechanicalEngineer,tr,TR_MEP_MekMuhendis,Sorumlu makine müh. adı soyadı (MEP),Responsible mechanical engineer full name (MEP),TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,guncellendi,EN-MEP GENERAL (Project Metadata)
mep_mek_oda_no,TR_MEP_MekOdaNo,EN_MechanicalEngineerLicenseNumber,tr,TR_MEP_MekOdaNo,MMO sicil no,Chamber of Mechanical Engineers license number,TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,kontrol_gerekli,EN-MEP GENERAL (Project Metadata)
mep_elk_muhendis,TR_MEP_ElkMuhendis,EN_MEPElectricalEngineer,tr,TR_MEP_ElkMuhendis,Sorumlu elektrik müh. adı soyadı,Responsible electrical engineer full name,TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,kontrol_gerekli,EN-MEP GENERAL (Project Metadata)
mep_elk_oda_no,TR_MEP_ElkOdaNo,EN_ElectricalEngineerLicenseNumber,tr,TR_MEP_ElkOdaNo,EMO sicil no,Chamber of Electrical Engineers license number,TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,kontrol_gerekli,EN-MEP GENERAL (Project Metadata)
mep_model_versiyonu,TR_MEP_ModelVersiyonu,EN_MEPModelVersion,tr,TR_MEP_ModelVersiyonu,MEP model versiyon no,MEP model version number,TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,guncellendi,EN-MEP GENERAL (Project Metadata)
mep_koordinasyon_durumu,TR_MEP_KoordinasyonDurumu,EN_MEPCoordinationStatus,tr,TR_MEP_KoordinasyonDurumu,Koordinasyon durumu: Bekliyor/Devam/Tamamlandı,Coordination status: Pending / In progress / Completed,TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,guncellendi,EN-MEP GENERAL (Project Metadata)
mep_clash_tespit_tarihi,TR_MEP_ClashTespitTarihi,EN_MEPClashDetectionDate,tr,TR_MEP_ClashTespitTarihi,Son çakışma tespiti tarihi (YYYY-AA-GG),Last clash detection date (YYYY-MM-DD),TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,guncellendi,EN-MEP GENERAL (Project Metadata)
mep_clash_durumu,TR_MEP_ClashDurumu,EN_MEPClashStatus,tr,TR_MEP_ClashDurumu,Çakışma durumu: Temiz / X adet açık,Clash status: Clear / X open items,TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,guncellendi,EN-MEP GENERAL (Project Metadata)
mep_ifcsurumu,TR_MEP_IFCSurumu,EN_MEPIFCVersion,tr,TR_MEP_IFCSurumu,IFC sürümü MEP modeli (IFC4 MEP),IFC version for MEP model (IFC4 MEP),TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,guncellendi,EN-MEP GENERAL (Project Metadata)
mep_hesap_rapor_no,TR_MEP_HesapRaporNo,EN_MEPCalculationReportNumber,tr,TR_MEP_HesapRaporNo,MEP hesap raporu belge numarası,MEP calculation report document number,TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,guncellendi,EN-MEP GENERAL (Project Metadata)
hvac_kanal_malzeme,TR_HVAC_KanalMalzeme,EN_HVACDuctMaterial,tr,TR_HVAC_KanalMalzeme,Kanal malzemesi: Galv. Çelik/SS/PVC/Spiro,Duct material: Galv. steel / SS / PVC / Spiral,TEXT,TR-MEP GENEL (Tesisat Proje Üst Verisi),shared_param_definition,guncellendi,EN-MEP GENERAL (Project Metadata)
hvac_sistem_tipi,TR_HVAC_SistemTipi,EN_HVACSystemType,tr,TR_HVAC_SistemTipi,Sistem tipi: VAV/CAV/VRF/Chiller/Split vb,System type: VAV / CAV / VRF / Chiller / Split etc.,TEXT,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_kapali_devre_mi,TR_HVAC_KapalıDevreMi,EN_HVACIsClosedLoop,tr,TR_HVAC_KapalıDevreMi,Kapalı devre sistemi mi?,Is it a closed-loop system?,YESNO,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_kanal_tipi,TR_HVAC_KanalTipi,EN_HVACDuctType,tr,TR_HVAC_KanalTipi,Kanal tipi: Dikdörtgen/Yuvarlak/Oval/Flex,Duct shape: Rectangular / Circular / Oval / Flexible,TEXT,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_hava_hizi,TR_HVAC_HavaHizi,EN_HVACAirVelocity,tr,TR_HVAC_HavaHizi,Tasarım hava hızı (m/s),Design air velocity (m/s),NUMBER,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_hava_debisi,TR_HVAC_HavaDebisi,EN_HVACAirFlowRate,tr,TR_HVAC_HavaDebisi,Hava debisi (m3/h),Air flow rate (m3/h),NUMBER,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_basinc_kaybi,TR_HVAC_BasıncKaybi,EN_HVACPressureDrop,tr,TR_HVAC_BasıncKaybi,Basınç kaybı (Pa),Pressure drop (Pa),NUMBER,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_yalitim_tipi,TR_HVAC_YalitimTipi,EN_HVACDuctInsulationType,tr,TR_HVAC_YalitimTipi,Kanal yalıtım tipi ve kalınlığı (mm),Duct insulation type and thickness (mm),TEXT,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_yangin_damper_var_mi,TR_HVAC_YangınDamperVarMi,EN_HVACHasFireDamper,tr,TR_HVAC_YangınDamperVarMi,Yangın damperi var mı? (BYKHY),Is there a fire damper? (BFRR),YESNO,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_dum_damper_var_mi,TR_HVAC_DumDamperVarMi,EN_HVACHasSmokeDamper,tr,TR_HVAC_DumDamperVarMi,Duman damperi var mı?,Is there a smoke damper?,YESNO,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_sistem_adi,TR_HVAC_SistemAdi,EN_HVACSystemName,tr,TR_HVAC_SistemAdi,"Sistem adı/kodu (örn: HV-01, EX-01)","System name / code (e.g. HV-01, EX-01)",TEXT,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
hvac_gurultu_seviyesi,TR_HVAC_GurultuSeviyesi,EN_HVACNoiseLevel,tr,TR_HVAC_GurultuSeviyesi,Gürültü seviyesi NC/dB(A),Noise level NC / dB(A),NUMBER,TR-HVAC HAVALANDIRMA VE KLİMA,shared_param_definition,guncellendi,EN-HVAC VENTILATION & AC
isi_sistem_tipi,TR_ISI_SistemTipi,EN_HeatCoolSystemType,tr,TR_ISI_SistemTipi,Sistem: Radyatör/Fancoil/Yerden Isıtma/VRF,System: Radiator / Fan-coil / Underfloor heating / VRF,TEXT,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_kazan_tipi,TR_ISI_KazanTipi,EN_HeatCoolBoilerType,tr,TR_ISI_KazanTipi,Kazan tipi: Yoğuşmalı/Klasik/Isı Pompası,Boiler type: Condensing / Conventional / Heat pump,TEXT,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_bor_malzeme,TR_ISI_BorMalzeme,EN_HeatCoolPipeMaterial,tr,TR_ISI_BorMalzeme,Boru malzemesi: Çelik/Bakır/PPR/PEX/CPVC,Pipe material: Steel / Copper / PPR / PEX / CPVC,TEXT,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_bor_cap,TR_ISI_BorCap,EN_HeatCoolPipeDiameter,tr,TR_ISI_BorCap,Boru çapı DN (mm),Pipe diameter DN (mm),LENGTH,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_isitma_debi,TR_ISI_IsıtmaDebi,EN_HeatCoolHeatingFlowRate,tr,TR_ISI_IsıtmaDebi,Isıtma debisi (l/h),Heating flow rate (l/h),NUMBER,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_sogutma_debi,TR_ISI_SogutmaDebi,EN_HeatCoolCoolingFlowRate,tr,TR_ISI_SogutmaDebi,Soğutma debisi (l/h),Cooling flow rate (l/h),NUMBER,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_giris_scakligi,TR_ISI_GirisScakligi,EN_HeatCoolSupplyTemperature,tr,TR_ISI_GirisScakligi,Giriş sıcaklığı (°C),Supply temperature (°C),NUMBER,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_donus_scakligi,TR_ISI_DonusScakligi,EN_HeatCoolReturnTemperature,tr,TR_ISI_DonusScakligi,Dönüş sıcaklığı (°C),Return temperature (°C),NUMBER,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_yalitim_tipi,TR_ISI_YalitimTipi,EN_HeatCoolPipeInsulationType,tr,TR_ISI_YalitimTipi,Boru yalıtım tipi ve kalınlığı,Pipe insulation type and thickness,TEXT,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_basinc_sinifi,TR_ISI_BasincSinifi,EN_HeatCoolPressureClass,tr,TR_ISI_BasincSinifi,Basınç sınıfı PN6/PN10/PN16/PN25,Pressure class PN6/PN10/PN16/PN25,TEXT,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
isi_sistem_adi,TR_ISI_SistemAdi,EN_HeatCoolSystemName,tr,TR_ISI_SistemAdi,"Sistem adı/kodu (örn: IS-01, SG-01)","System name / code (e.g. HT-01, CL-01)",TEXT,TR-ISITMA VE SOĞUTMA SİSTEMİ,shared_param_definition,guncellendi,EN-HEATING & COOLING SYSTEM
sht_sistem_tipi,TR_SHT_SistemTipi,EN_PlumbingSystemType,tr,TR_SHT_SistemTipi,Sistem: SK/SK-Sicak/PIS/YMU/YAG/YANGSU,System: CW / HW / Drain / Rainwater / Grease / Fire water,TEXT,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
sht_bor_malzeme,TR_SHT_BorMalzeme,EN_PlumbingPipeMaterial,tr,TR_SHT_BorMalzeme,Boru malzemesi: PPR/PVC/KPVC/Bakır/HDPE,Pipe material: PPR / PVC / CPVC / Copper / HDPE,TEXT,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
sht_bor_cap,TR_SHT_BorCap,EN_PlumbingPipeDiameter,tr,TR_SHT_BorCap,Boru çapı DN (mm),Pipe diameter DN (mm),LENGTH,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
sht_basinc_sinifi,TR_SHT_BasincSinifi,EN_PlumbingPressureClass,tr,TR_SHT_BasincSinifi,Basınç sınıfı PN,Pressure class PN,TEXT,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
sht_egim_yuzde,TR_SHT_EgimYuzde,EN_PlumbingDrainGradient,tr,TR_SHT_EgimYuzde,Pis su boru eğimi (%),Soil pipe gradient (%),NUMBER,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
sht_hidrofor_var_mi,TR_SHT_HidroforVarMi,EN_PlumbingHasPressureBooster,tr,TR_SHT_HidroforVarMi,Hidrofor sistemi var mı?,Is there a pressure booster system?,YESNO,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
sht_depo_hacmi,TR_SHT_DepoHacmi,EN_PlumbingTankVolume,tr,TR_SHT_DepoHacmi,Su deposu hacmi (m3),Water storage tank volume (m3),NUMBER,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
sht_sicak_su_sistemi,TR_SHT_SicakSuSistemi,EN_PlumbingHotWaterSystem,tr,TR_SHT_SicakSuSistemi,Sıcak su sistemi: Merkezi/Bireysel/Güneş,Hot water system: Central / Individual / Solar,TEXT,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
sht_yalitim_tipi,TR_SHT_YalitimTipi,EN_PlumbingPipeInsulationType,tr,TR_SHT_YalitimTipi,Boru yalıtım tipi ve kalınlığı,Pipe insulation type and thickness,TEXT,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
sht_sistem_adi,TR_SHT_SistemAdi,EN_PlumbingSystemName,tr,TR_SHT_SistemAdi,"Sistem kodu (örn: SK-01, PIS-01)","System code (e.g. CW-01, DR-01)",TEXT,TR-SIHHI TESİSAT (TS EN 806),shared_param_definition,guncellendi,EN-PLUMBING (TS EN 806)
yan_sprinkler_tipi,TR_YAN_SprinklerTipi,EN_FireSuppSprinklerType,tr,TR_YAN_SprinklerTipi,Sprinkler tipi: Islak/Kuru/Ön-etkili/Deluge,Sprinkler type: Wet / Dry / Pre-action / Deluge,TEXT,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
yan_sprinkler_basinc,TR_YAN_SprinklerBasinc,EN_FireSuppDesignPressure,tr,TR_YAN_SprinklerBasinc,Tasarım basıncı (bar),Design pressure (bar),NUMBER,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
yan_sprinkler_debi,TR_YAN_SprinklerDebi,EN_FireSuppDesignFlowRate,tr,TR_YAN_SprinklerDebi,Tasarım debisi (l/dak),Design flow rate (l/min),NUMBER,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
yan_hazard_sinifi,TR_YAN_HazardSinifi,EN_FireSuppHazardClass,tr,TR_YAN_HazardSinifi,Tehlike sınıfı: LH/OH1/OH2/OH3/OH4/HH,Hazard class: LH / OH1 / OH2 / OH3 / OH4 / HH,TEXT,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
yan_bor_malzeme,TR_YAN_BorMalzeme,EN_FireSuppPipeMaterial,tr,TR_YAN_BorMalzeme,Yangın borusu malzeme: Çelik/CPVC,Fire pipe material: Steel / CPVC,TEXT,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
yan_bor_cap,TR_YAN_BorCap,EN_FireSuppPipeDiameter,tr,TR_YAN_BorCap,Yangın borusu çapı DN (mm),Fire pipe diameter DN (mm),LENGTH,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
yan_itfaiye_baglantisi,TR_YAN_ItfaiyeBaglantisi,EN_FireSuppHasFireBrigadeConnection,tr,TR_YAN_ItfaiyeBaglantisi,İtfaiye bağlantısı var mı?,Is there a fire brigade connection?,YESNO,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
yan_hidrant_tipi,TR_YAN_HidrantTipi,EN_FireSuppHydrantType,tr,TR_YAN_HidrantTipi,Hidrant tipi: İç/Dış/Yerüstü,Hydrant type: Indoor / Outdoor / Pillar,TEXT,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
yan_kosuma_debi,TR_YAN_KosumaDebi,EN_FireSuppRunningFlowRate,tr,TR_YAN_KosumaDebi,Koşuma debisi (l/dak) BYKHY Tablo,Running flow rate (l/min) per BFRR Table,NUMBER,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
yan_sistem_adi,TR_YAN_SistemAdi,EN_FireSuppSystemName,tr,TR_YAN_SistemAdi,Yangın sistemi kodu (örn: YAN-SPR-01),Fire system code (e.g. FIRE-SPR-01),TEXT,TR-YANGIN TESİSATI (BYKHY 2019),shared_param_definition,guncellendi,EN-FIRE SUPPRESSION (BFRR 2019)
elk_sistem_gerilimi_v,TR_ELK_SistemGerilimiV,EN_ElecSystemVoltage,tr,TR_ELK_SistemGerilimiV,Sistem gerilimi (V): 230/400,System voltage (V): 230/400,NUMBER,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
elk_kable_tipi,TR_ELK_KableTipi,EN_ElecCableType,tr,TR_ELK_KableTipi,Kablo tipi: NYY/NYAF/N2XH/FTZ/NHXMH,Cable type: NYY / NYAF / N2XH / FTZ / NHXMH,TEXT,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
elk_kable_cap,TR_ELK_KableCap,EN_ElecCableCrossSection,tr,TR_ELK_KableCap,Kablo kesiti (mm2): 1.5/2.5/4/6/10/16,Cable cross-section (mm2): 1.5/2.5/4/6/10/16,TEXT,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
